gene	nr_patients	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site
ELF2	36.0	3.0	0.0	0.0	0.0	29.0	1.0	1.0	0.0	2.0
RBM19	101.0	2.0	1.0	0.0	0.0	89.0	6.0	0.0	3.0	0.0
IGLV2-23	22.0	1.0	0.0	0.0	0.0	20.0	0.0	0.0	1.0	0.0
PRIM1	31.0	1.0	0.0	0.0	0.0	22.0	4.0	0.0	3.0	1.0
OTUD6B	19.0	1.0	1.0	1.0	0.0	12.0	2.0	0.0	2.0	0.0
PHOSPHO1	8.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0
HARBI1	28.0	0.0	0.0	0.0	0.0	26.0	2.0	0.0	0.0	0.0
MRPL54	14.0	1.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
TMPPE	25.0	0.0	1.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0
ZNF257	147.0	3.0	1.0	0.0	0.0	125.0	14.0	0.0	4.0	0.0
PTPN3	113.0	9.0	0.0	0.0	0.0	86.0	13.0	0.0	5.0	0.0
PALB2	100.0	7.0	0.0	0.0	0.0	83.0	8.0	0.0	1.0	1.0
CYHR1	19.0	1.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
BFSP1	52.0	0.0	0.0	0.0	0.0	48.0	3.0	0.0	1.0	0.0
TTC21B	133.0	2.0	1.0	0.0	0.0	110.0	13.0	0.0	7.0	0.0
DIAPH2	154.0	4.0	4.0	0.0	0.0	127.0	14.0	0.0	5.0	0.0
FAM177B	21.0	1.0	0.0	0.0	0.0	16.0	4.0	0.0	0.0	0.0
RTN4IP1	32.0	1.0	0.0	0.0	0.0	27.0	4.0	0.0	0.0	0.0
ARHGAP5	149.0	23.0	3.0	1.0	1.0	108.0	13.0	0.0	0.0	0.0
SELENOP	50.0	1.0	1.0	1.0	0.0	40.0	6.0	0.0	1.0	0.0
RAB42	16.0	5.0	3.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0
PPP2R5A	39.0	5.0	1.0	0.0	0.0	28.0	2.0	0.0	3.0	0.0
SPRR1B	22.0	0.0	0.0	0.0	0.0	17.0	5.0	0.0	0.0	0.0
TIMM50	26.0	1.0	0.0	0.0	0.0	23.0	1.0	0.0	1.0	0.0
CCDC59	31.0	2.0	1.0	0.0	0.0	25.0	2.0	1.0	0.0	0.0
TRIM65	39.0	1.0	0.0	1.0	1.0	32.0	3.0	0.0	1.0	0.0
ZNRD2	16.0	0.0	0.0	1.0	0.0	15.0	0.0	0.0	0.0	0.0
UBALD1	4.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0
ACTR1A	34.0	1.0	0.0	0.0	0.0	29.0	2.0	1.0	1.0	0.0
DYRK3	55.0	5.0	1.0	1.0	0.0	44.0	4.0	0.0	0.0	0.0
ACBD4	33.0	1.0	1.0	0.0	0.0	27.0	2.0	0.0	1.0	1.0
SMARCA5	68.0	1.0	0.0	1.0	0.0	63.0	2.0	0.0	1.0	0.0
NMNAT3	28.0	0.0	0.0	0.0	0.0	20.0	7.0	0.0	1.0	0.0
KCNH5	264.0	4.0	1.0	0.0	1.0	234.0	20.0	0.0	4.0	0.0
ASAH1	25.0	1.0	2.0	0.0	0.0	20.0	1.0	0.0	0.0	1.0
SYNM	105.0	2.0	3.0	1.0	0.0	94.0	4.0	0.0	1.0	0.0
FANCL	36.0	0.0	0.0	0.0	0.0	28.0	1.0	0.0	7.0	0.0
HIC1	13.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
CRIM1	106.0	3.0	1.0	2.0	0.0	89.0	9.0	0.0	2.0	0.0
PARVG	40.0	3.0	0.0	0.0	0.0	32.0	4.0	0.0	1.0	0.0
NLRP10	154.0	2.0	2.0	0.0	0.0	140.0	10.0	0.0	0.0	0.0
OPHN1	98.0	2.0	1.0	0.0	0.0	81.0	10.0	0.0	4.0	0.0
MRPL57	8.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0
TNFSF11	29.0	1.0	0.0	0.0	0.0	24.0	4.0	0.0	0.0	0.0
ENG	46.0	2.0	0.0	0.0	0.0	40.0	3.0	0.0	1.0	0.0
TMPRSS11A	69.0	2.0	0.0	0.0	0.0	63.0	2.0	0.0	2.0	0.0
FRMD6	87.0	4.0	2.0	0.0	0.0	68.0	12.0	0.0	1.0	0.0
OR13C9	70.0	1.0	3.0	0.0	0.0	64.0	2.0	0.0	0.0	0.0
MYH15	296.0	12.0	1.0	1.0	0.0	248.0	23.0	0.0	10.0	1.0
CPT1B	54.0	3.0	0.0	1.0	0.0	48.0	1.0	0.0	1.0	0.0
CLDN1	26.0	0.0	1.0	0.0	0.0	22.0	1.0	1.0	1.0	0.0
CASKIN2	94.0	4.0	0.0	1.0	0.0	85.0	2.0	0.0	2.0	0.0
PACS2	79.0	1.0	1.0	6.0	0.0	70.0	0.0	0.0	1.0	0.0
LZTS1	82.0	4.0	1.0	0.0	0.0	72.0	5.0	0.0	0.0	0.0
SLC17A7	63.0	2.0	1.0	0.0	0.0	52.0	6.0	0.0	2.0	0.0
SS18L2	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
MUCL1	15.0	0.0	0.0	0.0	0.0	11.0	2.0	0.0	1.0	1.0
TOB1	27.0	3.0	1.0	0.0	0.0	19.0	2.0	1.0	0.0	1.0
TAF10	10.0	1.0	0.0	1.0	0.0	8.0	0.0	0.0	0.0	0.0
PGPEP1L	17.0	0.0	0.0	0.0	0.0	16.0	0.0	1.0	0.0	0.0
ADCY1	172.0	6.0	2.0	1.0	0.0	147.0	7.0	0.0	9.0	0.0
ZBTB7A	47.0	0.0	1.0	1.0	0.0	41.0	3.0	0.0	1.0	0.0
CKS2	10.0	2.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0
CNTFR	35.0	0.0	0.0	0.0	0.0	32.0	3.0	0.0	0.0	0.0
DAZ2	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
MOCS1	59.0	0.0	0.0	1.0	0.0	54.0	3.0	0.0	1.0	0.0
SERPINA7	88.0	1.0	1.0	0.0	0.0	80.0	5.0	0.0	0.0	1.0
TMEM256	7.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
PIGY	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
EPHA10	128.0	4.0	1.0	0.0	0.0	112.0	5.0	1.0	5.0	0.0
ARHGEF10	105.0	3.0	0.0	0.0	0.0	94.0	4.0	0.0	4.0	0.0
KCNV1	119.0	2.0	2.0	0.0	0.0	112.0	3.0	0.0	0.0	0.0
HLA-DPA1	23.0	1.0	0.0	0.0	0.0	20.0	1.0	0.0	1.0	0.0
KCMF1	45.0	2.0	0.0	1.0	0.0	38.0	4.0	0.0	0.0	0.0
SUB1	7.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
STX17	24.0	0.0	0.0	0.0	0.0	20.0	1.0	0.0	2.0	1.0
IGSF1	271.0	6.0	0.0	1.0	0.0	230.0	32.0	0.0	2.0	0.0
MSH2	86.0	11.0	2.0	1.0	0.0	53.0	14.0	1.0	4.0	0.0
CDAN1	81.0	4.0	0.0	0.0	0.0	71.0	4.0	0.0	2.0	0.0
IL17F	33.0	0.0	0.0	0.0	0.0	31.0	2.0	0.0	0.0	0.0
TTLL2	72.0	1.0	2.0	1.0	0.0	61.0	6.0	0.0	1.0	0.0
SRSF5	32.0	1.0	0.0	0.0	0.0	28.0	3.0	0.0	0.0	0.0
TAF4B	64.0	2.0	0.0	1.0	0.0	47.0	8.0	0.0	6.0	0.0
GTF2IRD2P1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
PMFBP1	127.0	1.0	1.0	0.0	0.0	113.0	9.0	1.0	2.0	0.0
CAMLG	24.0	1.0	0.0	0.0	0.0	21.0	1.0	0.0	1.0	0.0
LCMT1	36.0	1.0	0.0	1.0	0.0	29.0	3.0	0.0	2.0	0.0
KLF14	14.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
AMELY	9.0	0.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	0.0
SHH	34.0	2.0	1.0	0.0	0.0	29.0	2.0	0.0	0.0	0.0
HSP90AA1	101.0	4.0	2.0	0.0	1.0	79.0	13.0	0.0	2.0	0.0
POLD1	111.0	6.0	1.0	2.0	0.0	97.0	3.0	0.0	2.0	0.0
NRN1L	11.0	0.0	0.0	1.0	0.0	10.0	0.0	0.0	0.0	0.0
PCDHGA1	176.0	2.0	1.0	0.0	0.0	165.0	8.0	0.0	0.0	0.0
SPSB3	30.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0
RETN	9.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0
SLC6A12	76.0	0.0	1.0	0.0	0.0	66.0	6.0	0.0	3.0	0.0
LYPD6	13.0	0.0	0.0	0.0	0.0	11.0	1.0	1.0	0.0	0.0
OR4K2	138.0	1.0	0.0	1.0	0.0	134.0	0.0	2.0	0.0	0.0
GDF5	89.0	5.0	6.0	0.0	0.0	74.0	3.0	1.0	0.0	0.0
ERC1	103.0	3.0	0.0	0.0	0.0	88.0	10.0	0.0	2.0	0.0
C4A	31.0	1.0	1.0	0.0	0.0	27.0	1.0	0.0	1.0	0.0
SASS6	59.0	2.0	0.0	1.0	0.0	52.0	3.0	0.0	0.0	1.0
CALCRL	100.0	3.0	0.0	0.0	0.0	93.0	1.0	0.0	3.0	0.0
KMT2A	401.0	27.0	11.0	2.0	0.0	303.0	50.0	0.0	8.0	0.0
SPATS2L	44.0	2.0	2.0	0.0	0.0	39.0	0.0	0.0	1.0	0.0
MIS12	11.0	3.0	1.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0
DNAJC27	35.0	0.0	0.0	0.0	0.0	28.0	2.0	1.0	4.0	0.0
SKIDA1	56.0	0.0	1.0	0.0	0.0	53.0	2.0	0.0	0.0	0.0
CTSF	93.0	1.0	0.0	2.0	0.0	85.0	2.0	0.0	3.0	0.0
GAGE2B	9.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
PAGE5	30.0	0.0	0.0	0.0	0.0	29.0	1.0	0.0	0.0	0.0
RPH3A	132.0	3.0	0.0	0.0	0.0	121.0	4.0	0.0	4.0	0.0
GPR89B	10.0	2.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	1.0
COL22A1	507.0	12.0	0.0	0.0	0.0	435.0	23.0	1.0	36.0	0.0
PELI2	58.0	2.0	0.0	0.0	0.0	49.0	4.0	0.0	3.0	0.0
SOWAHB	52.0	0.0	1.0	0.0	0.0	49.0	2.0	0.0	0.0	0.0
NDUFC1	5.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0
TMOD1	30.0	1.0	1.0	0.0	0.0	25.0	0.0	0.0	3.0	0.0
GMFB	8.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0
SLC30A9	59.0	5.0	0.0	0.0	0.0	45.0	5.0	0.0	4.0	0.0
FLNC	410.0	12.0	3.0	1.0	0.0	361.0	21.0	0.0	12.0	0.0
FMO5	52.0	3.0	1.0	0.0	0.0	46.0	1.0	0.0	1.0	0.0
DISP2	114.0	8.0	0.0	1.0	0.0	102.0	2.0	0.0	1.0	0.0
LHX1	44.0	5.0	1.0	0.0	0.0	33.0	2.0	0.0	1.0	2.0
ADAM7	194.0	7.0	2.0	0.0	0.0	165.0	11.0	0.0	9.0	0.0
SIRT6	24.0	1.0	0.0	0.0	0.0	20.0	3.0	0.0	0.0	0.0
ABCF3	72.0	2.0	0.0	0.0	0.0	63.0	2.0	0.0	5.0	0.0
KCTD7	85.0	2.0	1.0	0.0	0.0	75.0	5.0	0.0	2.0	0.0
PHF6	51.0	0.0	4.0	0.0	0.0	35.0	7.0	1.0	3.0	1.0
MYH11	230.0	4.0	1.0	5.0	0.0	201.0	14.0	0.0	5.0	0.0
SOCS4	33.0	1.0	1.0	0.0	0.0	26.0	5.0	0.0	0.0	0.0
PITPNC1	39.0	0.0	1.0	0.0	0.0	34.0	3.0	0.0	1.0	0.0
PSAP	45.0	1.0	0.0	0.0	0.0	39.0	3.0	0.0	2.0	0.0
STK32C	36.0	0.0	0.0	0.0	0.0	32.0	3.0	0.0	1.0	0.0
CLEC11A	21.0	0.0	1.0	0.0	0.0	18.0	2.0	0.0	0.0	0.0
WDR86	30.0	1.0	0.0	0.0	0.0	28.0	0.0	0.0	1.0	0.0
AQP6	34.0	0.0	1.0	0.0	0.0	31.0	1.0	1.0	0.0	0.0
LEMD3	54.0	1.0	0.0	1.0	0.0	38.0	9.0	0.0	5.0	0.0
NOD1	92.0	4.0	1.0	1.0	0.0	83.0	3.0	0.0	0.0	0.0
MAGEA12	83.0	0.0	0.0	0.0	0.0	79.0	4.0	0.0	0.0	0.0
MIIP	46.0	0.0	0.0	0.0	0.0	43.0	3.0	0.0	0.0	0.0
MIA	8.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0
MSRB3	33.0	1.0	0.0	0.0	1.0	29.0	1.0	0.0	1.0	0.0
CACNB3	36.0	1.0	0.0	0.0	0.0	32.0	2.0	0.0	1.0	0.0
RAB1A	10.0	1.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	0.0
IL17A	46.0	0.0	0.0	0.0	0.0	44.0	2.0	0.0	0.0	0.0
SCCPDH	40.0	0.0	0.0	0.0	0.0	36.0	1.0	0.0	3.0	0.0
SLC12A7	121.0	5.0	2.0	0.0	1.0	102.0	6.0	0.0	5.0	0.0
SLC39A1	30.0	2.0	0.0	0.0	0.0	26.0	2.0	0.0	0.0	0.0
FNTB	22.0	1.0	1.0	0.0	0.0	17.0	2.0	0.0	1.0	0.0
SPRR2E	24.0	1.0	1.0	0.0	0.0	21.0	1.0	0.0	0.0	0.0
MBL2	63.0	5.0	0.0	1.0	0.0	47.0	7.0	0.0	2.0	1.0
OSGIN1	53.0	0.0	1.0	0.0	0.0	49.0	2.0	0.0	1.0	0.0
CENPT	42.0	0.0	0.0	0.0	0.0	35.0	4.0	0.0	3.0	0.0
ANP32A	25.0	1.0	0.0	0.0	0.0	23.0	1.0	0.0	0.0	0.0
PSMA4	20.0	0.0	1.0	0.0	0.0	18.0	1.0	0.0	0.0	0.0
ESPL1	158.0	5.0	3.0	0.0	0.0	128.0	19.0	0.0	3.0	0.0
ZNF442	64.0	3.0	0.0	0.0	0.0	54.0	6.0	0.0	1.0	0.0
TIMM8B	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
DIO1	14.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	1.0	0.0
EPHA3	298.0	9.0	1.0	0.0	0.0	256.0	23.0	0.0	9.0	0.0
SCGB3A2	9.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
PANK3	25.0	1.0	0.0	0.0	0.0	22.0	0.0	0.0	2.0	0.0
KPRP	164.0	1.0	2.0	1.0	0.0	148.0	11.0	0.0	0.0	1.0
OR4A16	129.0	3.0	2.0	0.0	0.0	121.0	3.0	0.0	0.0	0.0
PITHD1	16.0	0.0	0.0	0.0	0.0	12.0	2.0	1.0	1.0	0.0
ST20-AS1	12.0	0.0	0.0	1.0	0.0	9.0	1.0	0.0	0.0	1.0
NACAD	41.0	2.0	1.0	3.0	0.0	33.0	2.0	0.0	0.0	0.0
NIBAN1	114.0	2.0	0.0	1.0	0.0	101.0	5.0	0.0	5.0	0.0
TAPBP	51.0	1.0	0.0	1.0	0.0	43.0	6.0	0.0	0.0	0.0
PARP12	57.0	1.0	2.0	0.0	0.0	48.0	4.0	0.0	2.0	0.0
ADH4	36.0	3.0	0.0	0.0	0.0	30.0	2.0	0.0	1.0	0.0
IFI44	41.0	1.0	1.0	1.0	0.0	36.0	0.0	0.0	2.0	0.0
GGTLC1	42.0	1.0	0.0	0.0	0.0	38.0	1.0	0.0	2.0	0.0
ZNF607	89.0	5.0	0.0	0.0	0.0	78.0	4.0	0.0	1.0	1.0
SMARCAD1	97.0	5.0	8.0	1.0	0.0	69.0	3.0	0.0	11.0	0.0
HABP4	18.0	0.0	0.0	0.0	0.0	16.0	2.0	0.0	0.0	0.0
GRM4	147.0	1.0	0.0	3.0	0.0	133.0	10.0	0.0	0.0	0.0
MFSD14B	26.0	1.0	2.0	1.0	0.0	22.0	0.0	0.0	0.0	0.0
HAL	68.0	0.0	0.0	0.0	0.0	59.0	7.0	0.0	2.0	0.0
GPR171	35.0	2.0	0.0	0.0	0.0	31.0	2.0	0.0	0.0	0.0
UNC5D	248.0	2.0	1.0	0.0	0.0	215.0	17.0	0.0	13.0	0.0
MRPL24	16.0	2.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
SPAG16	117.0	1.0	0.0	0.0	0.0	106.0	3.0	1.0	6.0	0.0
TXLNA	52.0	3.0	3.0	0.0	0.0	42.0	3.0	0.0	1.0	0.0
ACACA	242.0	9.0	2.0	0.0	0.0	212.0	12.0	0.0	7.0	0.0
GRM1	273.0	3.0	2.0	0.0	0.0	251.0	16.0	0.0	1.0	0.0
GRIK4	140.0	7.0	1.0	0.0	0.0	124.0	6.0	0.0	2.0	0.0
LRRC59	22.0	0.0	0.0	0.0	0.0	19.0	2.0	0.0	1.0	0.0
RPL23	9.0	1.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
CCAR1	114.0	6.0	6.0	1.0	0.0	75.0	20.0	0.0	6.0	0.0
MOB4	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
CSH2	42.0	0.0	0.0	0.0	0.0	34.0	4.0	0.0	3.0	1.0
ZNF317	59.0	2.0	0.0	1.0	0.0	51.0	4.0	0.0	1.0	0.0
EFNA5	25.0	1.0	0.0	0.0	0.0	23.0	1.0	0.0	0.0	0.0
MEIOC	67.0	4.0	4.0	0.0	0.0	52.0	7.0	0.0	0.0	0.0
LSM3	10.0	0.0	0.0	0.0	0.0	7.0	2.0	0.0	1.0	0.0
HNRNPA3	44.0	0.0	2.0	0.0	0.0	32.0	6.0	0.0	4.0	0.0
NEIL2	24.0	1.0	0.0	0.0	0.0	20.0	1.0	0.0	2.0	0.0
SPIC	38.0	3.0	1.0	0.0	0.0	26.0	4.0	0.0	3.0	1.0
MAGEH1	26.0	0.0	0.0	0.0	0.0	25.0	0.0	1.0	0.0	0.0
FAP	126.0	0.0	1.0	0.0	0.0	110.0	10.0	0.0	5.0	0.0
NTF4	17.0	0.0	0.0	0.0	0.0	15.0	2.0	0.0	0.0	0.0
TMEM243	10.0	0.0	0.0	0.0	0.0	8.0	1.0	1.0	0.0	0.0
CTBP1	22.0	1.0	0.0	1.0	0.0	20.0	0.0	0.0	0.0	0.0
TAC1	19.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0
FCN2	67.0	1.0	3.0	0.0	0.0	54.0	6.0	0.0	0.0	3.0
SLC35A2	30.0	1.0	2.0	0.0	0.0	26.0	1.0	0.0	0.0	0.0
KCTD8	119.0	7.0	0.0	0.0	0.0	106.0	6.0	0.0	0.0	0.0
RPS20	11.0	1.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
CBLN2	61.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	2.0	0.0
MUC17	906.0	10.0	4.0	2.0	0.0	845.0	42.0	0.0	3.0	0.0
PLAC8L1	18.0	0.0	0.0	0.0	0.0	15.0	1.0	0.0	1.0	1.0
ZSCAN23	30.0	1.0	0.0	0.0	0.0	27.0	2.0	0.0	0.0	0.0
FOXP3	29.0	1.0	0.0	1.0	0.0	22.0	3.0	1.0	1.0	0.0
TDRD7	87.0	2.0	0.0	2.0	0.0	75.0	8.0	0.0	0.0	0.0
RASSF1	20.0	0.0	1.0	0.0	0.0	16.0	0.0	0.0	3.0	0.0
ZNF554	46.0	1.0	0.0	0.0	0.0	41.0	3.0	0.0	1.0	0.0
ZFY	20.0	0.0	0.0	0.0	0.0	14.0	5.0	0.0	1.0	0.0
TAGLN2	24.0	3.0	0.0	0.0	1.0	19.0	1.0	0.0	0.0	0.0
KNDC1	192.0	1.0	0.0	0.0	0.0	174.0	12.0	0.0	5.0	0.0
RNF181	16.0	2.0	1.0	0.0	0.0	12.0	1.0	0.0	0.0	0.0
DAP	11.0	0.0	1.0	0.0	0.0	8.0	2.0	0.0	0.0	0.0
FASTKD5	56.0	2.0	0.0	0.0	0.0	51.0	3.0	0.0	0.0	0.0
INHBA	125.0	3.0	1.0	0.0	1.0	113.0	6.0	0.0	1.0	0.0
IDE	70.0	8.0	2.0	0.0	0.0	55.0	2.0	0.0	3.0	0.0
KLHL8	41.0	0.0	0.0	0.0	0.0	35.0	6.0	0.0	0.0	0.0
C9ORF152	29.0	1.0	1.0	0.0	0.0	22.0	4.0	0.0	1.0	0.0
ZNF214	86.0	2.0	0.0	0.0	0.0	74.0	10.0	0.0	0.0	0.0
SKP2	39.0	0.0	2.0	0.0	0.0	33.0	2.0	0.0	2.0	0.0
MON1B	61.0	3.0	1.0	1.0	0.0	51.0	5.0	0.0	0.0	0.0
MRTO4	15.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
OAZ1	21.0	1.0	0.0	0.0	0.0	17.0	2.0	0.0	1.0	0.0
PLIN5	43.0	0.0	0.0	0.0	0.0	39.0	4.0	0.0	0.0	0.0
TRIM16L	27.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	1.0	0.0
CSE1L	87.0	1.0	3.0	1.0	0.0	71.0	5.0	0.0	6.0	0.0
DEF6	55.0	1.0	1.0	0.0	0.0	51.0	1.0	0.0	1.0	0.0
THAP11	20.0	0.0	0.0	0.0	1.0	17.0	1.0	0.0	0.0	1.0
CSPG4	178.0	8.0	2.0	0.0	0.0	161.0	7.0	0.0	0.0	0.0
MSTO1	28.0	0.0	0.0	0.0	0.0	25.0	2.0	0.0	1.0	0.0
ANKRD20A8P	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
UTP23	21.0	1.0	0.0	1.0	0.0	17.0	2.0	0.0	0.0	0.0
UBE2I	13.0	0.0	0.0	0.0	0.0	11.0	2.0	0.0	0.0	0.0
FAM110B	57.0	1.0	0.0	0.0	0.0	53.0	3.0	0.0	0.0	0.0
ARHGAP4	83.0	2.0	0.0	0.0	0.0	77.0	3.0	0.0	1.0	0.0
ADA2	58.0	1.0	0.0	0.0	0.0	53.0	4.0	0.0	0.0	0.0
TEKT4	62.0	0.0	0.0	0.0	0.0	59.0	2.0	0.0	1.0	0.0
COL27A1	220.0	5.0	2.0	0.0	0.0	187.0	11.0	0.0	15.0	0.0
MIP	47.0	0.0	0.0	0.0	0.0	43.0	2.0	1.0	1.0	0.0
SAMD11	50.0	2.0	0.0	1.0	0.0	44.0	2.0	0.0	0.0	1.0
PID1	60.0	1.0	1.0	0.0	0.0	54.0	3.0	0.0	1.0	0.0
C7ORF26	41.0	1.0	1.0	0.0	0.0	32.0	6.0	0.0	0.0	1.0
AP2A1	76.0	2.0	0.0	1.0	0.0	65.0	6.0	0.0	2.0	0.0
RPS5	22.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0
RWDD2B	24.0	0.0	1.0	0.0	0.0	21.0	2.0	0.0	0.0	0.0
MSRA	37.0	1.0	0.0	0.0	0.0	34.0	1.0	0.0	1.0	0.0
PPAN-P2RY11	26.0	2.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0
TRAJ43	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
SRSF4	46.0	1.0	0.0	1.0	0.0	39.0	4.0	0.0	1.0	0.0
B3GAT1	56.0	0.0	3.0	0.0	0.0	52.0	1.0	0.0	0.0	0.0
KCNAB1	61.0	1.0	0.0	0.0	0.0	53.0	4.0	0.0	3.0	0.0
TCF20	167.0	10.0	0.0	1.0	0.0	147.0	9.0	0.0	0.0	0.0
SRMS	50.0	1.0	1.0	0.0	0.0	46.0	1.0	0.0	1.0	0.0
HSD17B7	24.0	1.0	0.0	0.0	0.0	22.0	1.0	0.0	0.0	0.0
TMEM99	24.0	1.0	0.0	0.0	0.0	22.0	1.0	0.0	0.0	0.0
RERE	158.0	17.0	4.0	5.0	0.0	121.0	7.0	0.0	3.0	1.0
TEX35	45.0	2.0	1.0	0.0	0.0	40.0	0.0	0.0	2.0	0.0
LRCH1	61.0	1.0	0.0	1.0	0.0	55.0	3.0	0.0	1.0	0.0
SLC35A4	27.0	0.0	0.0	0.0	0.0	25.0	1.0	0.0	0.0	1.0
GPR160	21.0	2.0	0.0	0.0	0.0	18.0	0.0	0.0	1.0	0.0
SFN	24.0	2.0	0.0	1.0	0.0	18.0	3.0	0.0	0.0	0.0
HIST1H4J	28.0	2.0	0.0	0.0	0.0	24.0	1.0	0.0	0.0	1.0
LRRC74A	50.0	0.0	0.0	0.0	0.0	43.0	4.0	0.0	3.0	0.0
DNAJB1	24.0	0.0	1.0	0.0	0.0	21.0	1.0	0.0	1.0	0.0
MRPS10	13.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
GPR34	38.0	1.0	0.0	0.0	0.0	35.0	2.0	0.0	0.0	0.0
HERC3	92.0	4.0	3.0	1.0	0.0	73.0	4.0	1.0	6.0	0.0
CRYGD	24.0	1.0	0.0	0.0	0.0	21.0	2.0	0.0	0.0	0.0
ZFAND3	19.0	0.0	0.0	1.0	0.0	17.0	0.0	0.0	1.0	0.0
SLC39A6	63.0	2.0	1.0	0.0	0.0	55.0	2.0	0.0	3.0	0.0
SMARCAL1	93.0	1.0	1.0	0.0	0.0	76.0	10.0	0.0	3.0	2.0
CACNA1E	600.0	9.0	1.0	2.0	0.0	548.0	27.0	0.0	13.0	0.0
ACKR4	29.0	1.0	0.0	0.0	0.0	27.0	1.0	0.0	0.0	0.0
RHOG	20.0	0.0	0.0	0.0	0.0	18.0	2.0	0.0	0.0	0.0
CD2	65.0	6.0	1.0	0.0	0.0	51.0	7.0	0.0	0.0	0.0
ZNF852	38.0	0.0	1.0	0.0	0.0	33.0	4.0	0.0	0.0	0.0
DPP4	111.0	3.0	2.0	0.0	0.0	93.0	5.0	0.0	8.0	0.0
NUP98	138.0	3.0	2.0	2.0	1.0	123.0	3.0	0.0	4.0	0.0
AP1G2	87.0	6.0	1.0	3.0	0.0	69.0	6.0	0.0	2.0	0.0
BRD8	109.0	5.0	0.0	0.0	0.0	90.0	8.0	0.0	6.0	0.0
ZNF516	117.0	3.0	1.0	0.0	0.0	111.0	1.0	0.0	1.0	0.0
OR4B1	61.0	0.0	0.0	0.0	0.0	60.0	1.0	0.0	0.0	0.0
SNAP47	39.0	1.0	0.0	0.0	0.0	32.0	4.0	0.0	2.0	0.0
DCXR	9.0	0.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	0.0
CD38	38.0	0.0	0.0	0.0	0.0	32.0	4.0	0.0	2.0	0.0
C10ORF62	21.0	0.0	0.0	0.0	0.0	19.0	2.0	0.0	0.0	0.0
ARHGAP28	87.0	1.0	0.0	0.0	0.0	77.0	5.0	0.0	4.0	0.0
IGHV4-28	28.0	0.0	0.0	0.0	0.0	24.0	3.0	0.0	1.0	0.0
SDHC	13.0	0.0	0.0	0.0	0.0	9.0	3.0	0.0	1.0	0.0
SRP68	52.0	5.0	1.0	0.0	0.0	42.0	3.0	0.0	1.0	0.0
CRISPLD1	96.0	4.0	0.0	0.0	0.0	83.0	7.0	0.0	2.0	0.0
